C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_19_876.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_19_876.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_19_876.jpg, 0, 0, 0, 7.809405E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_19_978.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_19_978.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_19_978.jpg, 0, 0, 0, 7.786472E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_20_081.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_20_081.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_20_081.jpg, 0, 0, 0, 7.792821E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_20_182.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_20_182.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_20_182.jpg, 0, 0, 0, 7.875904E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_20_284.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_20_284.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_20_284.jpg, 0, 0, 0, 7.803021E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_20_386.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_20_386.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_20_386.jpg, 0, 0, 0, 7.797915E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_20_487.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_20_487.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_20_487.jpg, 0, 0, 0, 7.987216E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_20_589.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_20_589.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_20_589.jpg, 0, 0, 0, 7.785912E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_20_689.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_20_689.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_20_689.jpg, 0, 0, 0, 7.844836E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_20_791.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_20_791.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_20_791.jpg, 0, 0, 0, 7.796664E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_20_893.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_20_893.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_20_893.jpg, 0, 0, 0, 7.780392E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_20_996.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_20_996.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_20_996.jpg, 0, 0, 0, 7.758193E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_21_099.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_21_099.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_21_099.jpg, 0, 0, 0, 7.852959E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_21_202.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_21_202.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_21_202.jpg, 0, 0, 0, 7.985254E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_21_302.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_21_302.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_21_302.jpg, 0, 0, 0, 7.942763E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_21_403.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_21_403.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_21_403.jpg, 0, 0, 0, 7.859448E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_21_519.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_21_519.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_21_519.jpg, 0, 0, 0, 7.839976E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_21_619.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_21_619.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_21_619.jpg, 0, 0, 0, 7.853127E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_21_720.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_21_720.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_21_720.jpg, 0, 0, 0, 7.880522E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_21_821.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_21_821.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_21_821.jpg, 0, 0, 0, 7.840317E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_21_922.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_21_922.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_21_922.jpg, 0, 0, 0, 8.00785E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_22_024.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_22_024.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_22_024.jpg, 0, 0, 0, 7.861148E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_22_124.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_22_124.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_22_124.jpg, 0, 0, 0, 7.785621E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_22_225.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_22_225.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_22_225.jpg, 0, 0, 0, 7.805492E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_22_327.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_22_327.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_22_327.jpg, 0, 0, 0, 7.768773E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_22_427.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_22_427.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_22_427.jpg, 0, 0, 0, 7.850402E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_22_530.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_22_530.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_22_530.jpg, 0, 0, 0, 7.841057E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_22_632.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_22_632.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_22_632.jpg, 0, 0, 0, 7.776524E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_22_733.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_22_733.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_22_733.jpg, 0, 0, 0, 7.780471E-05
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_22_834.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_22_834.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_22_834.jpg, 0, 0.2542401, 0, 0.1896052
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_22_934.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_22_934.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_22_934.jpg, 0, 0.5550345, 0, 0.7207935
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_23_037.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_23_037.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_23_037.jpg, 0, 0.9105904, 0, 1.783227
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_23_137.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_23_137.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_23_137.jpg, 0, 0.6098419, 0, 2.610605
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_23_239.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_23_239.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_23_239.jpg, 0, 0.3059125, 0, 3.125149
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_23_339.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_23_339.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_23_339.jpg, 0, 0.01078869, 0, 3.214211
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_23_441.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_23_441.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_23_441.jpg, -0.0340161, 0, 0, 3.201058
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_23_544.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_23_544.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_23_544.jpg, -0.3321645, 0, 0, 3.156695
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_23_645.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_23_645.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_23_645.jpg, -0.07483768, 0, 0, 3.126215
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_23_747.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_23_747.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_23_747.jpg, 0, 0, 0, 3.093316
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_23_848.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_23_848.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_23_848.jpg, 0, 0, 0, 3.062276
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_23_949.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_23_949.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_23_949.jpg, -0.06501, 0, 0, 3.031086
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_24_052.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_24_052.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_24_052.jpg, -0.24006, 0, 0, 2.990503
C:\Users\Asus\Downloads\data\IMG\center_2021_01_16_09_28_24_153.jpg, C:\Users\Asus\Downloads\data\IMG\left_2021_01_16_09_28_24_153.jpg, C:\Users\Asus\Downloads\data\IMG\right_2021_01_16_09_28_24_153.jpg, 0, 0, 0, 2.959356
